Epoch	SuccessRate	AverageLossPi	AverageLossQ	TotalEnvInteracts
113	0.6875	10.847624	1.219698	4520000
114	0.75	10.855148	1.2545305	4560000
115	0.6625000238418579	10.892444	1.2064165	4600000
116	0.7124999761581421	10.912836	1.214655	4640000
117	0.7124999761581421	10.915013	1.230905	4680000
118	0.6875	10.899269	1.295826	4720000
119	0.7000000476837158	10.867943	1.2377865	4760000
120	0.7250000238418579	10.920023	1.2348814	4800000
121	0.6625000238418579	10.989738	1.2449353	4840000
122	0.6625000238418579	10.981664	1.273115	4880000
123	0.512499988079071	10.981549	1.2917725	4920000
124	0.6625000238418579	11.0165415	1.2846673	4960000
125	0.637499988079071	11.098414	1.2800496	5000000
126	0.7000000476837158	11.138674	1.3133415	5040000
127	0.675000011920929	11.094594	1.3049264	5080000
128	0.612500011920929	11.136607	1.288979	5120000
129	0.699999988079071	11.180513	1.2440798	5160000
130	0.7000000476837158	11.219207	1.2914059	5200000
131	0.612500011920929	11.296967	1.2889816	5240000
132	0.6499999761581421	11.320621	1.2763274	5280000
133	0.7000000476837158	11.384514	1.2584214	5320000
134	0.5625	11.433577	1.2642988	5360000
135	0.737500011920929	11.500645	1.3784645	5400000
136	0.737500011920929	11.494056	1.3326347	5440000
137	0.75	11.638385	1.2643926	5480000
138	0.7124999761581421	11.638492	1.2977867	5520000
139	0.7000000476837158	11.725299	1.3021506	5560000
140	0.7749999761581421	11.776129	1.2727649	5600000
141	0.7000000476837158	11.825199	1.2889178	5640000
142	0.6625000238418579	11.93167	1.3211596	5680000
143	0.7124999761581421	11.955387	1.2967932	5720000
144	0.7249999642372131	11.934088	1.2892888	5760000
145	0.6625000238418579	11.90408	1.2974937	5800000
146	0.699999988079071	11.862873	1.2680396	5840000
147	0.824999988079071	11.813719	1.2420624	5880000
148	0.7250000238418579	11.688723	1.2730296	5920000
149	0.6000000238418579	11.563919	1.2155437	5960000
150	0.6875	11.512418	1.2600564	6000000
151	0.6499999761581421	11.413928	1.1670386	6040000
152	0.637499988079071	11.309049	1.1562617	6080000
153	0.5	11.3020525	1.2111264	6120000
154	0.6624999642372131	11.310821	1.1814659	6160000
155	0.762499988079071	11.364964	1.0986211	6200000
156	0.7749999761581421	11.378873	1.0240052	6240000
157	0.6499999761581421	11.397894	1.0425289	6280000
158	0.675000011920929	11.38202	1.0635043	6320000
159	0.637499988079071	11.340957	1.0271128	6360000
160	0.5625	11.324539	1.0069244	6400000
161	0.625	11.27385	1.0163656	6440000
162	0.8125	11.238916	0.9810177	6480000
163	0.675000011920929	11.251918	0.9892543	6520000
164	0.75	11.214097	0.96155834	6560000
165	0.6875	11.171748	1.023762	6600000
166	0.675000011920929	11.22607	0.99410784	6640000
167	0.8375000357627869	11.223102	1.0366262	6680000
168	0.612500011920929	11.227646	0.9838881	6720000
169	0.7749999761581421	11.161544	1.0469788	6760000
170	0.75	11.144703	1.0314333	6800000
171	0.6875	11.058594	1.0346235	6840000
172	0.7999999523162842	11.064222	1.0219188	6880000
173	0.800000011920929	11.054973	0.9914325	6920000
174	0.6000000238418579	11.061701	1.0674201	6960000
175	0.6499999761581421	11.030246	1.0258521	7000000
176	0.75	11.048543	1.0105739	7040000
177	0.6625000238418579	11.051213	0.98826444	7080000
178	0.5499999523162842	11.048573	0.9969762	7120000
179	0.7124999761581421	11.103164	1.0106046	7160000
180	0.5874999761581421	11.117251	0.99694395	7200000
181	0.5250000357627869	11.142928	1.0279393	7240000
182	0.7125000357627869	11.220375	1.0333984	7280000
183	0.637499988079071	11.251435	1.0141579	7320000
184	0.6000000238418579	11.324681	1.0376662	7360000
185	0.6499999761581421	11.3079195	1.0227977	7400000
186	0.625	11.311298	0.99579966	7440000
187	0.5499999523162842	11.315549	0.9794749	7480000
188	0.625	11.261091	1.0224284	7520000
189	0.7250000238418579	11.270452	1.0224981	7560000
190	0.6124999523162842	11.274793	0.9855093	7600000
