Epoch	SuccessRate	AverageLossPi	AverageLossQ	TotalEnvInteracts
69	0.30000001192092896	33.597523	0.14194836	5520000
70	0.3375000059604645	33.647694	0.14258358	5600000
71	0.2875000238418579	33.745293	0.13873856	5680000
72	0.27500003576278687	33.85224	0.14173947	5760000
73	0.18125000596046448	33.916466	0.14007391	5840000
74	0.28125	33.99196	0.14084198	5920000
75	0.3062499761581421	34.053013	0.13973828	6000000
76	0.29375001788139343	34.138844	0.14108026	6080000
77	0.26249998807907104	34.141537	0.1408584	6160000
78	0.3062500059604645	34.232456	0.1411331	6240000
79	0.3187500238418579	34.265213	0.14386627	6320000
80	0.32500001788139343	34.300644	0.13993742	6400000
81	0.3500000238418579	34.33278	0.14175405	6480000
82	0.22500000894069672	34.385784	0.14090891	6560000
83	0.26875001192092896	34.436043	0.14080735	6640000
84	0.36250001192092896	34.52066	0.13952003	6720000
85	0.26875001192092896	34.570217	0.14026219	6800000
86	0.2874999940395355	34.608475	0.13995303	6880000
87	0.34375	34.649258	0.14217398	6960000
88	0.3125	34.694	0.14113775	7040000
89	0.26249998807907104	34.69758	0.14334221	7120000
90	0.32500001788139343	34.739883	0.14142472	7200000
91	0.28125	34.783665	0.14110512	7280000
92	0.3125	34.822075	0.14068155	7360000
93	0.2750000059604645	34.852036	0.14003296	7440000
94	0.3375000059604645	34.90028	0.14232504	7520000
95	0.3374999761581421	34.911297	0.14097862	7600000
96	0.3187499940395355	34.954712	0.14103134	7680000
97	0.21875	34.968952	0.14096683	7760000
98	0.30000001192092896	34.98268	0.14041796	7840000
99	0.26249998807907104	35.047077	0.13989213	7920000
100	0.23749999701976776	35.053806	0.14095487	8000000
101	0.3062500059604645	35.09869	0.13962625	8080000
102	0.3125	35.098312	0.13948691	8160000
103	0.33124998211860657	35.14827	0.13882779	8240000
104	0.23750001192092896	35.16485	0.13943829	8320000
105	0.24375000596046448	35.176407	0.14149106	8400000
106	0.2875000238418579	35.17106	0.14057365	8480000
107	0.26875001192092896	35.2085	0.14016464	8560000
108	0.3125	35.186226	0.13919252	8640000
109	0.20000000298023224	35.206944	0.13945118	8720000
110	0.2562500238418579	35.22789	0.14070022	8800000
111	0.28125	35.250916	0.1403533	8880000
112	0.2874999940395355	35.26691	0.14161673	8960000
113	0.23750001192092896	35.259026	0.1418407	9040000
114	0.24375000596046448	35.277485	0.13993226	9120000
115	0.3375000059604645	35.278034	0.14001162	9200000
116	0.2562499940395355	35.300167	0.13995767	9280000
117	0.18125000596046448	35.31115	0.1389894	9360000
118	0.28125	35.31106	0.13927007	9440000
119	0.3062500059604645	35.317295	0.13923791	9520000
120	0.23125000298023224	35.295616	0.14055276	9600000
121	0.2750000059604645	35.31771	0.13946609	9680000
122	0.32499998807907104	35.348236	0.13981934	9760000
123	0.23749999701976776	35.322197	0.13916491	9840000
124	0.35625001788139343	35.318836	0.13994266	9920000
125	0.22499999403953552	35.328667	0.1404338	10000000
126	0.25	35.34496	0.14042133	10080000
127	0.3062500059604645	35.32745	0.14111492	10160000
128	0.32499998807907104	35.32133	0.1421673	10240000
129	0.24375000596046448	35.347797	0.14147952	10320000
130	0.20624999701976776	35.347095	0.14000152	10400000
131	0.2875000238418579	35.340187	0.1406061	10480000
132	0.28125	35.32518	0.1406681	10560000
133	0.2562500238418579	35.360683	0.13986376	10640000
134	0.19374999403953552	35.33977	0.1394629	10720000
135	0.22499999403953552	35.380623	0.13926736	10800000
136	0.23750001192092896	35.391937	0.14008348	10880000
137	0.21250000596046448	35.386814	0.14036319	10960000
138	0.2750000059604645	35.413162	0.13954747	11040000
139	0.28125	35.441856	0.13859878	11120000
140	0.21875	35.4143	0.14126445	11200000
141	0.3375000059604645	35.431274	0.14201955	11280000
142	0.2562499940395355	35.407974	0.14135084	11360000
143	0.26875001192092896	35.438866	0.13974716	11440000
144	0.20624999701976776	35.484364	0.14063454	11520000
145	0.24374999105930328	35.485016	0.14022405	11600000
146	0.1875	35.501125	0.14043762	11680000
147	0.16249999403953552	35.49876	0.13971499	11760000
148	0.25	35.483456	0.14257728	11840000
149	0.26875001192092896	35.506172	0.14078793	11920000
150	0.28125	35.529285	0.14051418	12000000
151	0.28125	35.52021	0.14189485	12080000
152	0.3125	35.522507	0.1409968	12160000
153	0.20000000298023224	35.526962	0.14132613	12240000
154	0.30000001192092896	35.54191	0.1392315	12320000
155	0.3125	35.51684	0.14091909	12400000
156	0.20000000298023224	35.526028	0.13925089	12480000
157	0.23749999701976776	35.524548	0.14063817	12560000
158	0.26875001192092896	35.548374	0.14266272	12640000
159	0.20625001192092896	35.5511	0.14009908	12720000
160	0.1875	35.564445	0.14071289	12800000
161	0.3062499761581421	35.54326	0.1403725	12880000
162	0.26875001192092896	35.56377	0.14068073	12960000
163	0.21250000596046448	35.57934	0.14147863	13040000
164	0.21875	35.58646	0.14076632	13120000
165	0.2562499940395355	35.57892	0.14051443	13200000
166	0.2562499940395355	35.582977	0.14263561	13280000
167	0.24375002086162567	35.61187	0.13941975	13360000
168	0.23750001192092896	35.608326	0.13994281	13440000
169	0.23125000298023224	35.639767	0.13852426	13520000
170	0.23125000298023224	35.68589	0.13937359	13600000
171	0.2750000059604645	35.715275	0.13947625	13680000
172	0.14375001192092896	35.719555	0.14013372	13760000
173	0.30000001192092896	35.711483	0.14118335	13840000
174	0.2750000059604645	35.73852	0.14058077	13920000
175	0.24375000596046448	35.771976	0.14049287	14000000
176	0.11249999701976776	35.764183	0.14037023	14080000
177	0.20624999701976776	35.76321	0.14138025	14160000
178	0.18125000596046448	35.786892	0.13898669	14240000
179	0.2750000059604645	35.776695	0.13978873	14320000
180	0.19999998807907104	35.794643	0.1414993	14400000
181	0.34375	35.83011	0.14006259	14480000
182	0.23750001192092896	35.828766	0.14156307	14560000
183	0.2562500238418579	35.84398	0.14067343	14640000
184	0.1875	35.849384	0.13882188	14720000
185	0.2750000059604645	35.845936	0.13919964	14800000
186	0.3062500059604645	35.877537	0.13991621	14880000
187	0.21250000596046448	35.88559	0.13904762	14960000
188	0.19375000894069672	35.886833	0.13992918	15040000
189	0.06875000149011612	35.889633	0.14064515	15120000
190	0.2562500238418579	35.88778	0.13984409	15200000
191	0.26249998807907104	35.9146	0.13846853	15280000
192	0.23125001788139343	35.92458	0.13977605	15360000
193	0.26249998807907104	35.92408	0.13968475	15440000
194	0.23749999701976776	35.945766	0.13932738	15520000
195	0.25	35.960022	0.1401451	15600000
196	0.23749999701976776	35.986217	0.13799094	15680000
197	0.25	35.98816	0.1372412	15760000
198	0.23750001192092896	35.99663	0.13823281	15840000
199	0.17500001192092896	36.049088	0.13911459	15920000
200	0.23750001192092896	36.05827	0.13857196	16000000
201	0.24375000596046448	36.071423	0.14123635	16080000
202	0.26249998807907104	36.086586	0.14013036	16160000
203	0.24375000596046448	36.096104	0.13988964	16240000
204	0.23750001192092896	36.122498	0.1385899	16320000
205	0.25	36.129852	0.13865094	16400000
206	0.29374998807907104	36.139114	0.13911828	16480000
207	0.3062500059604645	36.147827	0.14005749	16560000
208	0.22499999403953552	36.18882	0.13928887	16640000
209	0.23125000298023224	36.16634	0.1400557	16720000
210	0.26875001192092896	36.179775	0.14100818	16800000
211	0.3062500059604645	36.182236	0.13987796	16880000
212	0.24374999105930328	36.183327	0.13829632	16960000
213	0.17500001192092896	36.177628	0.13858734	17040000
214	0.23749999701976776	36.18211	0.13849185	17120000
215	0.16875000298023224	36.188564	0.13961941	17200000
216	0.2874999940395355	36.201	0.13906933	17280000
217	0.24375000596046448	36.18903	0.14111069	17360000
218	0.13750000298023224	36.18849	0.13923837	17440000
219	0.16875000298023224	36.187492	0.13750665	17520000
220	0.26875001192092896	36.22957	0.13966224	17600000
221	0.26249998807907104	36.23122	0.13976155	17680000
222	0.13125000894069672	36.248516	0.13928625	17760000
223	0.22499999403953552	36.23289	0.1398675	17840000
224	0.15000000596046448	36.240368	0.14162928	17920000
225	0.25	36.23114	0.1415512	18000000
226	0.23750001192092896	36.208202	0.13860223	18080000
227	0.23750001192092896	36.22285	0.13811077	18160000
228	0.22499999403953552	36.216896	0.13905689	18240000
229	0.21875	36.219635	0.14049463	18320000
230	0.26875001192092896	36.22396	0.14078757	18400000
231	0.23750001192092896	36.234318	0.14015599	18480000
232	0.23125000298023224	36.23365	0.13816172	18560000
233	0.17499999701976776	36.24339	0.13864416	18640000
234	0.20625001192092896	36.220104	0.140048	18720000
235	0.23125001788139343	36.225945	0.13957694	18800000
236	0.16875000298023224	36.247726	0.14008328	18880000
237	0.25	36.256413	0.13915204	18960000
238	0.20625001192092896	36.272686	0.13840674	19040000
239	0.20000001788139343	36.276493	0.13980733	19120000
240	0.19374999403953552	36.269127	0.13808875	19200000
241	0.25	36.27711	0.13736226	19280000
242	0.26250001788139343	36.305664	0.13684766	19360000
243	0.23124998807907104	36.326454	0.13821968	19440000
244	0.18125000596046448	36.32615	0.13919653	19520000
245	0.2875000238418579	36.323986	0.13727051	19600000
246	0.25	36.302406	0.13891362	19680000
247	0.21249999105930328	36.294228	0.13919665	19760000
248	0.2562499940395355	36.312687	0.13634473	19840000
249	0.23750001192092896	36.3114	0.13580856	19920000
250	0.20625001192092896	36.339878	0.13640265	20000000
251	0.14374999701976776	36.357777	0.13689642	20080000
252	0.16874998807907104	36.3461	0.13766727	20160000
253	0.16249999403953552	36.332996	0.13806118	20240000
254	0.23125000298023224	36.339344	0.13699745	20320000
255	0.14375001192092896	36.34442	0.13657543	20400000
256	0.25	36.309925	0.13740446	20480000
257	0.22499999403953552	36.344883	0.13724771	20560000
258	0.23124998807907104	36.346592	0.13616514	20640000
259	0.23750001192092896	36.33674	0.13693063	20720000
260	0.2562500238418579	36.334435	0.13772632	20800000
261	0.1875	36.33921	0.13750874	20880000
262	0.21250000596046448	36.32021	0.13962579	20960000
263	0.21250000596046448	36.332195	0.13711186	21040000
264	0.23124998807907104	36.361275	0.13503735	21120000
265	0.25	36.333485	0.1366934	21200000
266	0.2562500238418579	36.321674	0.1373713	21280000
267	0.21875	36.32096	0.13758115	21360000
268	0.19374999403953552	36.319954	0.13905942	21440000
269	0.22499999403953552	36.320282	0.13725749	21520000
270	0.22499999403953552	36.324295	0.13737154	21600000
271	0.23750001192092896	36.31156	0.1378214	21680000
272	0.18125000596046448	36.35271	0.13764118	21760000
273	0.23125000298023224	36.310547	0.13765033	21840000
274	0.21250000596046448	36.35086	0.13669805	21920000
275	0.13750000298023224	36.31895	0.13767289	22000000
276	0.2562500238418579	36.319534	0.13621338	22080000
277	0.16875000298023224	36.33482	0.13677374	22160000
278	0.18125000596046448	36.331833	0.13595726	22240000
279	0.26875001192092896	36.348217	0.13721274	22320000
280	0.24375000596046448	36.328358	0.13803077	22400000
281	0.23750001192092896	36.31321	0.13706836	22480000
282	0.13124999403953552	36.32142	0.13681705	22560000
283	0.3500000238418579	36.314	0.13627142	22640000
284	0.16875000298023224	36.294933	0.13666777	22720000
285	0.3187500238418579	36.302425	0.13564326	22800000
286	0.26250001788139343	36.30596	0.13592894	22880000
287	0.2875000238418579	36.29184	0.13687758	22960000
288	0.24375000596046448	36.282677	0.13737512	23040000
289	0.17500001192092896	36.31835	0.13708206	23120000
290	0.21250000596046448	36.320602	0.13884318	23200000
291	0.28125	36.325493	0.13834833	23280000
292	0.18125000596046448	36.339775	0.1366321	23360000
293	0.20625001192092896	36.34152	0.13573751	23440000
294	0.25	36.33518	0.13699237	23520000
295	0.2750000059604645	36.33312	0.13729343	23600000
296	0.22499999403953552	36.35439	0.13493994	23680000
297	0.2562500238418579	36.332626	0.13510248	23760000
298	0.23124998807907104	36.35062	0.13537665	23840000
299	0.23749999701976776	36.367493	0.13738129	23920000
300	0.30000001192092896	36.374126	0.13798895	24000000
