Epoch	SuccessRate	AverageLossPi	AverageLossQ	TotalEnvInteracts
125	0.7562500238418579	3.6881485	0.012791721	10000000
126	0.7062499523162842	3.7047246	0.0127681885	10080000
127	0.5187499523162842	3.6934726	0.013022541	10160000
128	0.7562500238418579	3.709749	0.012162465	10240000
129	0.7250000238418579	3.731449	0.012361223	10320000
130	0.6875	3.7001631	0.012650032	10400000
131	0.7749999761581421	3.7173142	0.012938547	10480000
132	0.8062499761581421	3.7170649	0.012879724	10560000
133	0.59375	3.7040713	0.012630025	10640000
134	0.7124999761581421	3.715162	0.012810911	10720000
135	0.71875	3.7263715	0.012388836	10800000
136	0.7625000476837158	3.7077599	0.012612625	10880000
137	0.7437499761581421	3.6884809	0.013058648	10960000
138	0.7312500476837158	3.6852803	0.012250716	11040000
139	0.7374999523162842	3.7072465	0.012713602	11120000
140	0.6875	3.7110715	0.0129079055	11200000
141	0.6625000238418579	3.7051718	0.012188322	11280000
142	0.71875	3.680145	0.012460201	11360000
143	0.7562500238418579	3.6990314	0.012738417	11440000
144	0.78125	3.695587	0.012333407	11520000
145	0.7750000357627869	3.669517	0.012447671	11600000
146	0.7312500476837158	3.6800997	0.012450572	11680000
147	0.768750011920929	3.6610713	0.012084209	11760000
148	0.7312500476837158	3.6379032	0.012165057	11840000
149	0.731249988079071	3.6777194	0.012818531	11920000
150	0.71875	3.679173	0.011947689	12000000
151	0.7562500238418579	3.6638775	0.01194441	12080000
152	0.7687499523162842	3.6780434	0.011915133	12160000
153	0.7312500476837158	3.6629984	0.012413897	12240000
154	0.8125	3.6601098	0.01227433	12320000
155	0.768750011920929	3.659119	0.011860764	12400000
156	0.5562499761581421	3.6514478	0.012512564	12480000
157	0.675000011920929	3.655065	0.01245084	12560000
158	0.6875	3.6853886	0.01261903	12640000
159	0.550000011920929	3.6939778	0.012368418	12720000
160	0.7437499761581421	3.6776083	0.012514183	12800000
161	0.7937500476837158	3.6517699	0.01242298	12880000
162	0.768750011920929	3.6681356	0.012438025	12960000
163	0.7250000238418579	3.6786947	0.0121212015	13040000
164	0.625	3.6413815	0.011936728	13120000
165	0.7125000357627869	3.6115513	0.011915142	13200000
166	0.7562500238418579	3.6389253	0.01234749	13280000
167	0.7312500476837158	3.669812	0.012412089	13360000
168	0.7687500715255737	3.6382146	0.01257444	13440000
169	0.793749988079071	3.6469107	0.012656627	13520000
170	0.75	3.6544654	0.012621932	13600000
171	0.7749999761581421	3.6549454	0.01275252	13680000
172	0.78125	3.6403863	0.012531137	13760000
173	0.7562500238418579	3.6105614	0.0120066125	13840000
174	0.8125	3.595779	0.012150158	13920000
175	0.7562500238418579	3.6038282	0.0122709125	14000000
176	0.643750011920929	3.5952318	0.012364877	14080000
177	0.675000011920929	3.6350977	0.0122982785	14160000
178	0.6875	3.6441076	0.012404824	14240000
179	0.7062499523162842	3.6460845	0.012395339	14320000
180	0.7437499761581421	3.6308827	0.012470553	14400000
181	0.737500011920929	3.6264958	0.011765456	14480000
182	0.6812499761581421	3.6132777	0.012344788	14560000
183	0.7687499523162842	3.6428857	0.012275711	14640000
184	0.7374999523162842	3.6290488	0.012461697	14720000
185	0.7687499523162842	3.6163793	0.012499066	14800000
186	0.7437500357627869	3.6186035	0.012096738	14880000
187	0.6937500238418579	3.6119971	0.012587529	14960000
188	0.7625000476837158	3.6166646	0.012354968	15040000
189	0.731249988079071	3.5967615	0.01250814	15120000
190	0.7625000476837158	3.6119409	0.011889601	15200000
191	0.7375000715255737	3.6039057	0.012255441	15280000
192	0.7562500238418579	3.6487994	0.012300326	15360000
193	0.7312500476837158	3.62852	0.012271614	15440000
194	0.75	3.5940385	0.012756353	15520000
195	0.6749999523162842	3.5823474	0.012714994	15600000
196	0.7625000476837158	3.6145751	0.012276752	15680000
197	0.8187500238418579	3.5985966	0.012278404	15760000
198	0.7625000476837158	3.5915205	0.012402671	15840000
199	0.6124999523162842	3.5729947	0.012315179	15920000
200	0.75	3.6008332	0.012003964	16000000
201	0.7562500238418579	3.5752552	0.01249313	16080000
202	0.6062500476837158	3.5628586	0.012256527	16160000
203	0.793749988079071	3.5972323	0.012124752	16240000
204	0.75	3.5888915	0.012287763	16320000
205	0.7125000357627869	3.5742462	0.012072576	16400000
206	0.8062499761581421	3.5832558	0.012054749	16480000
207	0.7437499761581421	3.5768793	0.012321704	16560000
208	0.6499999761581421	3.634385	0.011879574	16640000
209	0.7562500238418579	3.5927427	0.011977198	16720000
210	0.8374999761581421	3.6080945	0.011797799	16800000
211	0.7749999761581421	3.6217947	0.012069262	16880000
212	0.6875	3.6046154	0.012033092	16960000
213	0.75	3.5952475	0.011965488	17040000
214	0.7437499761581421	3.610519	0.011827327	17120000
215	0.699999988079071	3.6358662	0.012212051	17200000
216	0.793749988079071	3.6373067	0.012375755	17280000
217	0.6875	3.6432705	0.012069713	17360000
218	0.7312500476837158	3.6074824	0.012529463	17440000
219	0.637499988079071	3.6123486	0.012202806	17520000
220	0.7999999523162842	3.5856392	0.012457203	17600000
221	0.7312499284744263	3.5924351	0.012431806	17680000
222	0.7000000476837158	3.6038623	0.012165621	17760000
223	0.6812499761581421	3.608293	0.012150888	17840000
224	0.550000011920929	3.6196601	0.0126051335	17920000
225	0.6375000476837158	3.6074069	0.012441124	18000000
226	0.7062499523162842	3.6015625	0.012562572	18080000
227	0.7250000238418579	3.5883105	0.012845039	18160000
228	0.6375000476837158	3.6336923	0.012776681	18240000
229	0.7749999761581421	3.6297388	0.012408892	18320000
230	0.625	3.6308343	0.012688698	18400000
231	0.7312500476837158	3.6248662	0.012526091	18480000
232	0.637499988079071	3.6278996	0.012453394	18560000
233	0.518750011920929	3.6095333	0.012566188	18640000
234	0.6749999523162842	3.5971014	0.012994612	18720000
235	0.71875	3.574812	0.012805809	18800000
236	0.7937500476837158	3.611498	0.012465233	18880000
237	0.606249988079071	3.5865068	0.012525104	18960000
238	0.7937500476837158	3.590174	0.012860378	19040000
239	0.6812500357627869	3.5531101	0.0128511675	19120000
240	0.762499988079071	3.5406644	0.013609174	19200000
241	0.737500011920929	3.5434277	0.012778405	19280000
242	0.7749999761581421	3.5716386	0.013113867	19360000
243	0.7062499523162842	3.5531476	0.012776307	19440000
244	0.8062499761581421	3.5443523	0.012900256	19520000
245	0.7562500238418579	3.5572422	0.012578924	19600000
246	0.6000000238418579	3.518411	0.012783039	19680000
247	0.8062499761581421	3.5265586	0.012914887	19760000
248	0.7312500476837158	3.5470655	0.012653076	19840000
249	0.737500011920929	3.5447226	0.013054027	19920000
250	0.706250011920929	3.5287747	0.012802851	20000000
251	0.6937500238418579	3.5450215	0.013021084	20080000
252	0.7250000238418579	3.5361125	0.01261178	20160000
253	0.78125	3.5272129	0.012569801	20240000
254	0.7687499523162842	3.5137665	0.012834678	20320000
255	0.78125	3.5595226	0.012966799	20400000
256	0.71875	3.502833	0.012524607	20480000
257	0.7625000476837158	3.5399146	0.012584308	20560000
258	0.71875	3.5330095	0.012715358	20640000
259	0.7250000238418579	3.5606408	0.012750429	20720000
260	0.7312500476837158	3.5276763	0.012999941	20800000
261	0.6687500476837158	3.5079336	0.012438044	20880000
262	0.7062499523162842	3.5301313	0.012685128	20960000
263	0.7875000238418579	3.53708	0.012615563	21040000
264	0.6937500238418579	3.5692334	0.01268684	21120000
265	0.731249988079071	3.529225	0.012336103	21200000
266	0.7437499761581421	3.5296452	0.012374893	21280000
267	0.75	3.5232573	0.01278421	21360000
268	0.6625000238418579	3.5468652	0.012578819	21440000
269	0.6937500238418579	3.5260863	0.012485331	21520000
270	0.7312499284744263	3.541541	0.01255638	21600000
271	0.7874999642372131	3.532814	0.012338793	21680000
272	0.7562500238418579	3.5647612	0.012787501	21760000
273	0.75	3.502094	0.01268502	21840000
274	0.6000000238418579	3.5603037	0.01266523	21920000
275	0.7749999761581421	3.5663617	0.012806177	22000000
276	0.7687499523162842	3.5178168	0.0130565455	22080000
277	0.7750000357627869	3.539603	0.012815453	22160000
278	0.6937500238418579	3.5295763	0.012446875	22240000
279	0.7937500476837158	3.5321527	0.012459868	22320000
280	0.7062499523162842	3.5194001	0.013088383	22400000
281	0.7374999523162842	3.486621	0.013225828	22480000
282	0.737500011920929	3.5187294	0.012699279	22560000
283	0.75	3.503319	0.013104513	22640000
284	0.7562500238418579	3.5386307	0.012998356	22720000
285	0.75	3.5120115	0.012620394	22800000
286	0.65625	3.511112	0.013044152	22880000
287	0.7249999642372131	3.5121875	0.013262738	22960000
288	0.6187499761581421	3.501294	0.013260594	23040000
289	0.706250011920929	3.5031075	0.012964549	23120000
290	0.6875	3.5026932	0.012877033	23200000
291	0.75	3.4947002	0.012701345	23280000
292	0.7062499523162842	3.522542	0.012924523	23360000
293	0.699999988079071	3.5622745	0.013551773	23440000
294	0.731249988079071	3.5442696	0.013425974	23520000
295	0.7124999761581421	3.5289	0.013706954	23600000
296	0.6875	3.5378442	0.013084276	23680000
297	0.7374999523162842	3.5551398	0.013338162	23760000
298	0.6749999523162842	3.514741	0.0133621525	23840000
299	0.71875	3.543607	0.013096218	23920000
300	0.7687499523162842	3.5355783	0.013223877	24000000
